"Category","Corpus","Filename","Title","Source","Passageid","TermsCount","TotalOccur","TermList","Detail"
"Comment","貞觀政要樣本","ZGZY_Juan02_markus_p0017","ZGZY-Juan02-markus_p0017","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"Comment","貞觀政要樣本","ZGZY_Juan02_markus_p0018","ZGZY-Juan02-markus_p0018","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"Comment","貞觀政要樣本","ZGZY_Juan02_markus_p0019","ZGZY-Juan02-markus_p0019","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"Comment","貞觀政要樣本","ZGZY_Juan02_markus_p0020","ZGZY-Juan02-markus_p0020","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"Comment","貞觀政要樣本","ZGZY_Juan02_markus_p0021","ZGZY-Juan02-markus_p0021","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"Comment","貞觀政要樣本","ZGZY_Juan02_markus_p0022","ZGZY-Juan02-markus_p0022","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"Comment","貞觀政要樣本","ZGZY_Juan02_markus_p0023","ZGZY-Juan02-markus_p0023","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"Comment","貞觀政要樣本","ZGZY_Juan02_markus_p0024","ZGZY-Juan02-markus_p0024","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"Comment","貞觀政要樣本","ZGZY_Juan02_markus_p0025","ZGZY-Juan02-markus_p0025","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"Comment","貞觀政要樣本","ZGZY_Juan02_markus_p0026","ZGZY-Juan02-markus_p0026","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"Comment","貞觀政要樣本","ZGZY_Juan02_markus_p0027","ZGZY-Juan02-markus_p0027","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"Comment","貞觀政要樣本","ZGZY_Juan02_markus_p0028","ZGZY-Juan02-markus_p0028","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"Comment","貞觀政要樣本","ZGZY_Juan02_markus_p0029","ZGZY-Juan02-markus_p0029","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"Comment","貞觀政要樣本","ZGZY_Juan02_markus_p0030","ZGZY-Juan02-markus_p0030","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"Comment","貞觀政要樣本","ZGZY_Juan02_markus_p0031","ZGZY-Juan02-markus_p0031","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"Comment","貞觀政要樣本","ZGZY_Juan02_markus_p0032","ZGZY-Juan02-markus_p0032","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"Comment","貞觀政要樣本","ZGZY_Juan02_markus_p0033","ZGZY-Juan02-markus_p0033","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"Comment","貞觀政要樣本","ZGZY_Juan02_markus_p0034","ZGZY-Juan02-markus_p0034","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"CommentItem","貞觀政要樣本","ZGZY_Juan02_markus_p0001","ZGZY-Juan02-markus_p0001","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"CommentItem","貞觀政要樣本","ZGZY_Juan02_markus_p0002","ZGZY-Juan02-markus_p0002","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"CommentItem","貞觀政要樣本","ZGZY_Juan02_markus_p0003","ZGZY-Juan02-markus_p0003","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"CommentItem","貞觀政要樣本","ZGZY_Juan02_markus_p0004","ZGZY-Juan02-markus_p0004","ZGZY-Juan02-markus","1","1","1","Someeditorialnotehere","Someeditorialnotehere(1)"
"CommentItem","貞觀政要樣本","ZGZY_Juan02_markus_p0005","ZGZY-Juan02-markus_p0005","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"CommentItem","貞觀政要樣本","ZGZY_Juan02_markus_p0006","ZGZY-Juan02-markus_p0006","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"CommentItem","貞觀政要樣本","ZGZY_Juan02_markus_p0007","ZGZY-Juan02-markus_p0007","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"CommentItem","貞觀政要樣本","ZGZY_Juan02_markus_p0008","ZGZY-Juan02-markus_p0008","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"CommentItem","貞觀政要樣本","ZGZY_Juan02_markus_p0009","ZGZY-Juan02-markus_p0009","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"CommentItem","貞觀政要樣本","ZGZY_Juan02_markus_p0010","ZGZY-Juan02-markus_p0010","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"CommentItem","貞觀政要樣本","ZGZY_Juan02_markus_p0011","ZGZY-Juan02-markus_p0011","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"CommentItem","貞觀政要樣本","ZGZY_Juan02_markus_p0012","ZGZY-Juan02-markus_p0012","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"CommentItem","貞觀政要樣本","ZGZY_Juan02_markus_p0013","ZGZY-Juan02-markus_p0013","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"CommentItem","貞觀政要樣本","ZGZY_Juan02_markus_p0014","ZGZY-Juan02-markus_p0014","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"CommentItem","貞觀政要樣本","ZGZY_Juan02_markus_p0015","ZGZY-Juan02-markus_p0015","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"CommentItem","貞觀政要樣本","ZGZY_Juan02_markus_p0016","ZGZY-Juan02-markus_p0016","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"CommentItem","貞觀政要樣本","ZGZY_Juan02_markus_p0017","ZGZY-Juan02-markus_p0017","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"CommentItem","貞觀政要樣本","ZGZY_Juan02_markus_p0018","ZGZY-Juan02-markus_p0018","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"CommentItem","貞觀政要樣本","ZGZY_Juan02_markus_p0019","ZGZY-Juan02-markus_p0019","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"CommentItem","貞觀政要樣本","ZGZY_Juan02_markus_p0020","ZGZY-Juan02-markus_p0020","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"CommentItem","貞觀政要樣本","ZGZY_Juan02_markus_p0021","ZGZY-Juan02-markus_p0021","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"CommentItem","貞觀政要樣本","ZGZY_Juan02_markus_p0022","ZGZY-Juan02-markus_p0022","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"CommentItem","貞觀政要樣本","ZGZY_Juan02_markus_p0023","ZGZY-Juan02-markus_p0023","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"CommentItem","貞觀政要樣本","ZGZY_Juan02_markus_p0024","ZGZY-Juan02-markus_p0024","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"CommentItem","貞觀政要樣本","ZGZY_Juan02_markus_p0025","ZGZY-Juan02-markus_p0025","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"CommentItem","貞觀政要樣本","ZGZY_Juan02_markus_p0026","ZGZY-Juan02-markus_p0026","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"CommentItem","貞觀政要樣本","ZGZY_Juan02_markus_p0027","ZGZY-Juan02-markus_p0027","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"CommentItem","貞觀政要樣本","ZGZY_Juan02_markus_p0028","ZGZY-Juan02-markus_p0028","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"CommentItem","貞觀政要樣本","ZGZY_Juan02_markus_p0029","ZGZY-Juan02-markus_p0029","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"CommentItem","貞觀政要樣本","ZGZY_Juan02_markus_p0030","ZGZY-Juan02-markus_p0030","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"CommentItem","貞觀政要樣本","ZGZY_Juan02_markus_p0031","ZGZY-Juan02-markus_p0031","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"CommentItem","貞觀政要樣本","ZGZY_Juan02_markus_p0032","ZGZY-Juan02-markus_p0032","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"CommentItem","貞觀政要樣本","ZGZY_Juan02_markus_p0033","ZGZY-Juan02-markus_p0033","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"CommentItem","貞觀政要樣本","ZGZY_Juan02_markus_p0034","ZGZY-Juan02-markus_p0034","ZGZY-Juan02-markus","1","1","1","Mytranslationofthispassage","Mytranslationofthispassage(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan02_markus_p0003","ZGZY-Juan02-markus_p0003","ZGZY-Juan02-markus","1","8","8","房玄齡,杜如晦,魏徵,王珪,李靖,虞世南,李勣,馬周","房玄齡(1),杜如晦(1),魏徵(1),王珪(1),李靖(1),虞世南(1),李勣(1),馬周(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan02_markus_p0005","ZGZY-Juan02-markus_p0005","ZGZY-Juan02-markus","1","10","27","玄齡,太宗,隱太子,如晦,房玄齡,秦,秦府,巢刺王,杜如晦,高祖","玄齡(10),太宗(7),隱太子(2),如晦(2),房玄齡(1),秦(1),秦府(1),巢刺王(1),杜如晦(1),高祖(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan02_markus_p0006","ZGZY-Juan02-markus_p0006","ZGZY-Juan02-markus","1","17","54","太宗,徵,魏徵,隱太子,杜如晦,玄齡,王珪,文貞,秦王,如晦,管仲,長孫無忌,房玄齡,息隱,承乾,魏王泰,建成","太宗(18),徵(10),魏徵(7),隱太子(3),杜如晦(2),玄齡(2),王珪(2),文貞(1),秦王(1),如晦(1),管仲(1),長孫無忌(1),房玄齡(1),息隱(1),承乾(1),魏王泰(1),建成(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan02_markus_p0007","ZGZY-Juan02-markus_p0007","ZGZY-Juan02-markus","1","13","26","太宗,珪,魏徵,建成,李靖,溫彥博,戴胄,玄齡,房玄齡,隱太子,王珪,堯,舜","太宗(5),珪(4),魏徵(2),建成(2),李靖(2),溫彥博(2),戴胄(2),玄齡(2),房玄齡(1),隱太子(1),王珪(1),堯(1),舜(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan02_markus_p0008","ZGZY-Juan02-markus_p0008","ZGZY-Juan02-markus","1","22","43","靖,頡利,太宗,高祖,頡利可汗,輔公祏,齊王暕,楊政道,煬帝,蕭后,突利可汗,李靖,李陵,蕭銑,唐儉,安修仁,張公謹,公謹,義成公主,太上皇,衛,霍","靖(10),頡利(5),太宗(4),高祖(4),頡利可汗(3),輔公祏(1),齊王暕(1),楊政道(1),煬帝(1),蕭后(1),突利可汗(1),李靖(1),李陵(1),蕭銑(1),唐儉(1),安修仁(1),張公謹(1),公謹(1),義成公主(1),太上皇(1),衛(1),霍(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan02_markus_p0009","ZGZY-Juan02-markus_p0009","ZGZY-Juan02-markus","1","11","28","世南,太宗,虞世南,房玄齡,高祖,李靖,魏王泰,褚遂良,長孫無忌,杜如晦,文懿","世南(8),太宗(8),虞世南(3),房玄齡(2),高祖(1),李靖(1),魏王泰(1),褚遂良(1),長孫無忌(1),杜如晦(1),文懿(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan02_markus_p0010","ZGZY-Juan02-markus_p0010","ZGZY-Juan02-markus","1","23","51","勣,太宗,密,魏公,李勣,李密,高祖,王世充,竇建德,徐勣,蓋,徐,霍,建德,郭孝恪,隋煬帝,英國公,高宗,李靖,韓,白,衛,濟陰王","勣(10),太宗(6),密(4),魏公(4),李勣(3),李密(3),高祖(3),王世充(2),竇建德(2),徐勣(1),蓋(1),徐(1),霍(1),建德(1),郭孝恪(1),隋煬帝(1),英國公(1),高宗(1),李靖(1),韓(1),白(1),衛(1),濟陰王(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan02_markus_p0011","ZGZY-Juan02-markus_p0011","ZGZY-Juan02-markus","1","5","16","太宗,周,馬周,何,常何","太宗(5),周(4),馬周(3),何(3),常何(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan02_markus_p0013","ZGZY-Juan02-markus_p0013","ZGZY-Juan02-markus","1","3","4","太宗,隋煬帝,虞世基","太宗(2),隋煬帝(1),虞世基(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan02_markus_p0014","ZGZY-Juan02-markus_p0014","ZGZY-Juan02-markus","1","2","3","太宗,王珪","太宗(2),王珪(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan02_markus_p0015","ZGZY-Juan02-markus_p0015","ZGZY-Juan02-markus","1","17","25","華,煬帝,虞世基,張華,世基,太宗,愍懷,孔子,隋煬帝,晉惠帝,賈後,杜如晦,箕子,趙王,倫,後,仲尼","華(3),煬帝(3),虞世基(2),張華(2),世基(2),太宗(2),愍懷(1),孔子(1),隋煬帝(1),晉惠帝(1),賈後(1),杜如晦(1),箕子(1),趙王(1),倫(1),後(1),仲尼(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan02_markus_p0016","ZGZY-Juan02-markus_p0016","ZGZY-Juan02-markus","1","2","2","太宗,房玄齡","太宗(1),房玄齡(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan02_markus_p0017","ZGZY-Juan02-markus_p0017","ZGZY-Juan02-markus","1","1","1","太宗","太宗(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan02_markus_p0018","ZGZY-Juan02-markus_p0018","ZGZY-Juan02-markus","1","4","5","太宗,魏徵,徵,禹","太宗(2),魏徵(1),徵(1),禹(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan02_markus_p0019","ZGZY-Juan02-markus_p0019","ZGZY-Juan02-markus","1","4","4","太宗,房玄齡,魏征,玄齡","太宗(1),房玄齡(1),魏征(1),玄齡(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan02_markus_p0020","ZGZY-Juan02-markus_p0020","ZGZY-Juan02-markus","1","5","6","太宗,褚遂良,舜,禹,遂良","太宗(2),褚遂良(1),舜(1),禹(1),遂良(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan02_markus_p0022","ZGZY-Juan02-markus_p0022","ZGZY-Juan02-markus","1","8","15","太宗,珪,瑗,廬江,王珪,廬江王,齊桓公,桓公","太宗(4),珪(3),瑗(2),廬江(2),王珪(1),廬江王(1),齊桓公(1),桓公(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan02_markus_p0023","ZGZY-Juan02-markus_p0023","ZGZY-Juan02-markus","1","2","2","太宗,裴寂","太宗(1),裴寂(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan02_markus_p0024","ZGZY-Juan02-markus_p0024","ZGZY-Juan02-markus","1","13","16","太宗,煬帝,玄素,婁敬,張玄素,由余,秦始皇,漢高祖,桀,紂,房玄齡,魏徵,張公","太宗(2),煬帝(2),玄素(2),婁敬(1),張玄素(1),由余(1),秦始皇(1),漢高祖(1),桀(1),紂(1),房玄齡(1),魏徵(1),張公(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan02_markus_p0025","ZGZY-Juan02-markus_p0025","ZGZY-Juan02-markus","1","6","9","太宗,公,皇后,景公,晏子,房玄齡","太宗(3),公(2),皇后(1),景公(1),晏子(1),房玄齡(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan02_markus_p0026","ZGZY-Juan02-markus_p0026","ZGZY-Juan02-markus","1","7","7","太宗,韋挺,杜正倫,虞世南,姚思廉,龍逄,比干","太宗(1),韋挺(1),杜正倫(1),虞世南(1),姚思廉(1),龍逄(1),比干(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan02_markus_p0027","ZGZY-Juan02-markus_p0027","ZGZY-Juan02-markus","1","6","6","韋挺,太宗,夷吾,勃鞮,小白,重耳","韋挺(1),太宗(1),夷吾(1),勃鞮(1),小白(1),重耳(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan02_markus_p0028","ZGZY-Juan02-markus_p0028","ZGZY-Juan02-markus","1","8","9","太宗,姚思廉,秦皇,漢武,堯,舜,禹,湯","太宗(2),姚思廉(1),秦皇(1),漢武(1),堯(1),舜(1),禹(1),湯(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan02_markus_p0029","ZGZY-Juan02-markus_p0029","ZGZY-Juan02-markus","1","4","5","大亮,李大亮,太宗,荀悅","大亮(2),李大亮(1),太宗(1),荀悅(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan02_markus_p0030","ZGZY-Juan02-markus_p0030","ZGZY-Juan02-markus","1","6","7","太宗,皇甫德參,魏征,賈誼,漢文帝,德參","太宗(2),皇甫德參(1),魏征(1),賈誼(1),漢文帝(1),德參(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan02_markus_p0031","ZGZY-Juan02-markus_p0031","ZGZY-Juan02-markus","1","7","8","蘇則,葉護,魏徵,漢文帝,魏文帝,漢文,太宗","蘇則(2),葉護(1),魏徵(1),漢文帝(1),魏文帝(1),漢文(1),太宗(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan02_markus_p0032","ZGZY-Juan02-markus_p0032","ZGZY-Juan02-markus","1","1","1","高季輔","高季輔(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan02_markus_p0033","ZGZY-Juan02-markus_p0033","ZGZY-Juan02-markus","1","5","7","太宗,長孫無忌,唐儉,劉洎,無忌","太宗(2),長孫無忌(2),唐儉(1),劉洎(1),無忌(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan02_markus_p0034","ZGZY-Juan02-markus_p0034","ZGZY-Juan02-markus","1","10","12","太宗,穆裕,高宗,長孫無忌,魏徵,征,劉洎,岑文本,馬周,褚遂良","太宗(3),穆裕(1),高宗(1),長孫無忌(1),魏徵(1),征(1),劉洎(1),岑文本(1),馬周(1),褚遂良(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan02_markus_p0036","ZGZY-Juan02-markus_p0036","ZGZY-Juan02-markus","1","10","20","太宗,陸氏,徵,鄭氏,莫及,魏徵,房玄齡,溫彥博,王珪,韋挺","太宗(5),陸氏(4),徵(3),鄭氏(2),莫及(1),魏徵(1),房玄齡(1),溫彥博(1),王珪(1),韋挺(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan02_markus_p0037","ZGZY-Juan02-markus_p0037","ZGZY-Juan02-markus","1","4","9","太宗,徵,魏徵,王珪","太宗(4),徵(3),魏徵(1),王珪(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan02_markus_p0038","ZGZY-Juan02-markus_p0038","ZGZY-Juan02-markus","1","6","7","李仁,魏徵,房玄齡,張亮,玄齡,太宗","李仁(2),魏徵(1),房玄齡(1),張亮(1),玄齡(1),太宗(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan02_markus_p0039","ZGZY-Juan02-markus_p0039","ZGZY-Juan02-markus","1","6","17","徵,太宗,彥博,魏徵,溫彥博,許國","徵(6),太宗(5),彥博(3),魏徵(1),溫彥博(1),許國(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan02_markus_p0040","ZGZY-Juan02-markus_p0040","ZGZY-Juan02-markus","1","3","4","太宗,魏徵,千里","太宗(2),魏徵(1),千里(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan02_markus_p0041","ZGZY-Juan02-markus_p0041","ZGZY-Juan02-markus","1","4","7","仁方,太宗,楊譽,薛仁方","仁方(3),太宗(2),楊譽(1),薛仁方(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan02_markus_p0042","ZGZY-Juan02-markus_p0042","ZGZY-Juan02-markus","1","8","14","玄齡,太宗,房玄齡,高士廉,竇德素,德素,士廉,為善","玄齡(6),太宗(2),房玄齡(1),高士廉(1),竇德素(1),德素(1),士廉(1),為善(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan02_markus_p0043","ZGZY-Juan02-markus_p0043","ZGZY-Juan02-markus","1","7","10","太宗,屈突通,張道,李弘節,魏徵,弘節,方知","太宗(2),屈突通(2),張道(2),李弘節(1),魏徵(1),弘節(1),方知(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan02_markus_p0044","ZGZY-Juan02-markus_p0044","ZGZY-Juan02-markus","1","5","11","太宗,魏徵,玄齡,吳先,王何","太宗(4),魏徵(3),玄齡(2),吳先(1),王何(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan02_markus_p0045","ZGZY-Juan02-markus_p0045","ZGZY-Juan02-markus","1","7","8","太宗,柴紹,竇誕,孫皓,高緯,魏徵,為善","太宗(2),柴紹(1),竇誕(1),孫皓(1),高緯(1),魏徵(1),為善(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan02_markus_p0046","ZGZY-Juan02-markus_p0046","ZGZY-Juan02-markus","1","3","4","太宗,魏徵,徵","太宗(2),魏徵(1),徵(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan02_markus_p0047","ZGZY-Juan02-markus_p0047","ZGZY-Juan02-markus","1","4","6","太宗,元帝,王常,魏徵","太宗(2),元帝(2),王常(1),魏徵(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan02_markus_p0048","ZGZY-Juan02-markus_p0048","ZGZY-Juan02-markus","1","4","9","太宗,徵,魏徵,皇甫德參","太宗(5),徵(2),魏徵(1),皇甫德參(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan02_markus_p0049","ZGZY-Juan02-markus_p0049","ZGZY-Juan02-markus","1","1","2","太宗","太宗(2)"
"PersonName","貞觀政要樣本","ZGZY_Juan03_markus_p0003","ZGZY-Juan03-markus_p0003","ZGZY-Juan03-markus","1","3","3","太宗,隋煬帝,虞世基","太宗(1),隋煬帝(1),虞世基(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan03_markus_p0004","ZGZY-Juan03-markus_p0004","ZGZY-Juan03-markus","1","5","8","煬帝,太宗,魏徵,張元濟,元濟","煬帝(3),太宗(2),魏徵(1),張元濟(1),元濟(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan03_markus_p0005","ZGZY-Juan03-markus_p0005","ZGZY-Juan03-markus","1","3","3","太宗,王深,魏徵","太宗(1),王深(1),魏徵(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan03_markus_p0006","ZGZY-Juan03-markus_p0006","ZGZY-Juan03-markus","1","7","11","叔牙,太宗,管仲,房玄齡,高祖,德光,鮑叔牙","叔牙(3),太宗(2),管仲(2),房玄齡(1),高祖(1),德光(1),鮑叔牙(1)"
"PersonName","貞觀政要樣本","ZGZY_Juan03_markus_p0007","ZGZY-Juan03-markus_p0007","ZGZY-Juan03-markus","1","2","2","太宗,魏徵","太宗(1),魏徵(1)"
